uuid,type,site_url,domain_rank,title,text,spam_score,replies_count,participants_count,likes,comments,shares
"4d3faf17519cfa46ca754ab8068428818dbb2bf3","bias","100percentfedup.com",25689.0,"yikes hillary goes rails pulls howard dean video","",0.0,0,1,0,0,0
"7f90d71cc69893f4c91e8a55f2c4da52d88cd7c1","bias","100percentfedup.com",25689.0,"say goodbye 23 hollywood celebs threatened leave u s let's hold 100percentfedup com","comedian move spain buy house another country case people threaten leave country don t will leave country said live kelly michael weirdly called trump charming interview 3 neve campbell house cards actress move canada honesty terrifying told huffington post uk 4 barry diller founder iac interactive move unspecified donald trump doesn t fall ll either move country join resistance told bloomberg 5 lena dunham creator girls move vancouver know lot people threatening really will said matrix awards 6 keegan michael key star key peele move canada s easy s like 10 minutes detroit s m told tmz 7 chlo sevigny actress guest star portlandia move nova scotia answered simply nova scotia question move trump elected 8 al sharpton activist move donald trump nominee m open support anyone m also reserving ticket wins said press conference 9 natasha lyonne actress orange new black move mental hospital ll move mental hospital re like happening said 10 eddie griffin comedian move africa s good making money s ignorant trump wins m moving africa told dj vlad 11 spike lee director malcolm x move brooklyn trump wins ll moving back republic brooklyn new york reported vanity fair 12 amber rose model move unspecified t even think m moving m t taking son told us weekly 13 samuel l jackson actor move south africa s running popularity c mon let go said view 14 cher move jupiter elected im moving jupiter tweeted 15 george lopez comedian star george lopez move mexico wins won t worry immigration ll go back told tmz 16 barbra streisand singer move australia canada facts don t know t believe m either coming country australia ll let canada told australian journalist michael usher 17 raven symon actress host view move canada confession election republican gets nominated m going move canada entire family already ticket said view note leaving contingent republican candidate winning election trump 18 whoopi goldberg actress host view move unspecified don t want america maybe s time move know said 19 omari hardwick actor power move italy ll move denver italy donald trump wins presidency m told wrap 20 miley cyrus pop star move unspecified heart broken 1 pieces moving president don t say things don t mean wrote instagram post 21 ruth bader ginsburg supreme court justice move new zealand t imagine country donald trump president s time us move new zealand told new york times 22 amy schumer comedian actress move spain will need learn speak spanish will move spain somewhere s beyond comprehension trump won s crazy told bbc newsnight 23 katie hopkins",0.998,0,0,0,0,0
"fd2c048d7e03f7260a8d75725b0441c627578f1a","bias","100percentfedup.com",25689.0,"kidding colleges give students safe spaces cry trump win threaten students pro trump chalkings","students expressed fear trump presidency messages shared twitter today literally scared lives new literally hitler notmypresident pic twitter com 8ckfqdf2ce paul joseph watson prisonplanet november 9 2016 finally ridiculous totally biased email sent university michigan president students offering assistance help results presidential election last night president wants ensure students university remains committed important responsibility school apparently remain committed education discovery intellectual honesty diversity equity inclusion members university community m sure many watched election coverage late night opportunity visit students staff results watching event sponsored ginsberg center michigan union will take quite time completely absorb results yesterday s election understand full implications discern long term impact university nation immediately aftermath close highly contentious election continue embrace important responsibility university community responsibility remain committed education discovery intellectual honesty diversity equity inclusion best come together engage respectfully across ideological differences support feel marginalized threatened unwelcome pursue knowledge understanding always students faculty staff university michigan reports members community offering support one another students planning vigil tonight diag 6 p m center research teaching learning also numerous resources available faculty seeking help cultivating classroom environments responsive national issues also want make everyone aware plans events place today beyond gerald r ford school public policy holding post election analysis 4 5 30 p m today weill hall s annenberg auditorium speakers include former u s congressman john dingell former ambassador ron weiser faculty members mara ostfeld betsey stevenson marina whitman history department organized community discussion led faculty students include historical perspectives 6 p m tonight 1014 tisch hall office student life will provide resources referrals support campus students faculty staff location michigan union s willis ward lounge will open today 11 m 4 p m office multi ethnic student affairs offering open space support help members community connect open hours today mesa s office michigan union room 2202 tomorrow ginsberg center counseling psychological services office facilitating post election dialogue impact perspective taking moving forward event part student life professional development conference 1 2 p m michigan league s henderson room know schools colleges offices across campus planning events well thank everyone helping us come together ask anyone scheduling post election event post university michigan events calendar hope us will continue proudly embrace opportunities us students faculty staff great public research university governed people elections often times great change values stand u m shaped course nearly 200 years mission remains essential society ever serve people michigan world preeminence creating communicating preserving applying knowledge art academic values developing leaders citizens will challenge present enrich future look forward working together advance work service public ensure university michigan will always welcoming place members society sincerely mark schlissel president",0.0,0,1,0,0,0
"c8d4c0a88af223f1b41e3e966ecd98ceb22ab5fb","bias","100percentfedup.com",25689.0,"boom math shows trump beaten obama romney obama election 100percentfedup com","email republican politicians like ohio governor john kasich refused get behind donald j trump turns trump right didn t need spite massive media force came never trumpers party worked hard defeat obama running donald j trump today trump beaten s easy glance tuesday s popular vote 92 percent precincts reporting shows hillary clinton six million fewer votes barack obama won 2012 reach conclusion clinton lost white house failed turn democratic base truth much complicated underperformed relative obama s 2012 totals several midwestern states ohio michigan iowa wisconsin clinton ran virtually even obama battlegrounds pennsylvania north carolina virginia nevada new hampshire s far surpassed obama s 2012 vote total florida country s biggest swing state yet somehow obama carried florida clinton lost brings us important question donald trump good enough beat bad democratic opponent tuesday deserve far credit instance competed vaunted obama machine answer somewhat shockingly yes review vote totals past two elections reveals trump 2016 defeated obama 2012 electoral college disclaimer obviously apples oranges exercise two elections two electorates still unlike debating whether 2016 cubs defeat 1927 yankees entirely abstract argument comparison respective performances country s competitive states shows trump edging obama hypothetical head head matchup math might seem impossible obama won nearly 66 million votes 2012 trump currently 59 5 million finish around 60 million will actually one million fewer votes mitt romney won trump topped obama electoral college answer republican turnout lagged certain parts country shot roof nation s critical battleground states let s look individually descending order population electoral vote math 2016 totals aren t yet final precincts reported florida 29 evs 98 percent reporting obama 2012 4 235 270 clinton 2016 4 485 745 trending 100 fed",0.001,0,0,0,0,0
"f0b221ac2a32d3f533ab5e097883b5bd19924033","bias","100percentfedup.com",25689.0,"boom president reagan handled protesters negotiate negotiate video 100percentfedup com","copyright 2016 100percentfedup com association liberty alliance rights reserved proudly built wpdevelopers stay loop sign email newsletter become 100 fed insider subscribe",0.0,0,0,0,0,0
"a9efba05a81e5b106ac2a4b12bd39615e402bfb9","bias","100percentfedup.com",25689.0,"trump supporter got nuts msnbc reporter covering anti trump rioters video","go article trump supporter wearing trump pence t shirt let fly reporter msnbc one sided reporting demonizing trump one brave woman new yorkers enough protests violence calmsnbc interesting day pic twitter com emelmqamau",0.0,0,1,0,0,0
"13e3e1983787c76876e9e5d095e73ef8cee1628a","bias","100percentfedup.com",25689.0,"tomi lahren special message celebrities said they'd move canada trump won video 100percentfedup com","copyright 2016 100percentfedup com association liberty alliance rights reserved proudly built wpdevelopers stay loop sign email newsletter become 100 fed insider subscribe",0.268,0,0,0,0,0
"162b39e6518af4e591acdd65d719b4f858596b3e","bias","100percentfedup.com",25689.0,"boycottcomedian robert deniro wanted punch trump face supports anti trump rioters wants americans support new movie video","go article donald trump willing give fulfilling life took decades build step take control control government family already sacrificed much chose put country first making sacrifices certainly something loudmouth liberals like robert deniro accustomed deniro vocal opposition wildly successful business man donald j trump felt strongly hate trump made video angrily stated d like punch face trump won election landslide deniro chosen get behind trump rioters terrorizing cities across america anti trump rioters breaking windows using baseball bats smash windshields innocent citizens get trapped hellish protests try escape women taking part protests punched faces men also taking part george soros funded protests american flags burned families walking major cities subjected vile disgusting hateful language images imaginable kind america robert dinero openly supporting american pay see movie comedian robert de niro gave anti donald trump protesters across united states backing friday spoke depressed tycoon s win presidential election made 73 year old star red carpet world premiere new film comedian los angeles asked coping trump s victory democratic rival hillary clinton m depressed famously laconic raging bull actor told reporters wait see things go keep eyes ever vigilant new government asked thought protests appropriate response outcome tuesday s election replied yes absolutely things aren t done right demonstrators took streets miami los angeles new york us cities third straight night friday manhattan held signs reading wall t stand way reference anti immigration barrier billionaire promised build us border mexico de niro hasn t minced words criticism trump describing punk pig idiot d like punch face said election earlier day town southern italy de niro s grandparents came offered actor means escape disappointment trump wants take refuge ready welcome said antonio cerio mayor ferrazzano comedian de niro s passion project took eight years bring big screen part year s program american film institute s annual afi fest los angeles yahoo s clip trump hater megyn kelly promoting dinero s hateful rant donald j trump",0.0,0,1,0,0,0
"59899b8db5916d23b121cc8cae00e623f681d474","bias","100percentfedup.com",25689.0,"s never sold original painting one s going white house","john mcnaughton special american painter subject matter intensity portrays current government troubled corrupt forgotten man painting amazing symbolism s mcnaughton describes painting background darkening sky past presidents united states gather white house commemorate great event left hand corner painting sits man man head bowed appears distraught hopeless contemplates future past presidents try console looking direction modern presidents say done many modern presidents seemingly oblivious anything appear congratulating great accomplishments front man paper trash blowing wind crumpled dollar bills legislative documents like whisper u s constitution beneath foot barack obama forgotten man mcnaughton never sells original paintings made exception time sold painting sean hannity hannity give donald trump awesome huh november 9th mcnaughton announced via facebook sold original sean hannity sean hannity purchased painting forgotten man give donald trump hang white house white house",0.0,0,1,0,0,0
"1fe4c0fa4ba9e410fe5c4e7fec13c6740062629b","bias","100percentfedup.com",25689.0,"sorry liberals stop petitions hillary win popular vote","go article dear abby supported woman knew history criminal activity married rapist left 4 men die benghazi put national security grave risk leaving top classified emails private server took money nations throw gays rooftops treat women worse cockroaches likely sick unlikely serve first term without someone prop nevertheless supported anyhow s democrat vagina someone told still chance winning presidency signed petition said trump really didn t win hillary won popular vote true okay let s address hillary might win popular vote isn t electoral college situation awful thing head s awful s great protects importance vote s also uniquely american demonstrates yet creation brilliance founding fathers first s probably going win actual number votes cast may win number votes counted votes cast states don t count absentee ballots unless number outstanding absentee ballots larger state margin difference margin 1 000 votes counted 1 300 absentee ballots outstanding state tabulates number outstanding absentee ballots wouldn t influence election results absentee ballots aren t counted votes absentee ballot students overseas military businesspeople trips etc historical breakout absentee ballots 67 33 republican 2000 al gore won popular vote nationally 500 000 votes liberal media screamed bloody murder 2 million absentee ballots california alone 67 33 breakout yields 1 33 0 667 million republican vote advantage bush gotten 667 000 vote margin california s uncounted absentee ballots alone much gore s 500 000 popular vote victory headline n y times lead story nbc nightly news right re kidding getting back win popular vote lose electoral college scenario thank g d else california n y determine every election every time electoral college brilliantly smooths variances voting proclivities among states regions farmers middle country importers exporters shore get roughly equal say madison ave execs factory workers tennessee shortcomings sure e c make r vote meaningless heavily d states vice versa without electoral college country s entire population subject disproportionate voting preferences populous states american thinker comment article via facebook account comment article via disqus account follow us facebook",0.0,0,1,0,0,0
"124c5aa1e29aa1e27a2ad9284400243ee5a150e6","bias","100percentfedup.com",25689.0,"mark cuban event donald wins doubt market tanks here's really happened video 100percentfedup com","mark cuban made secret dislike trump love crooked hillary watch tell fox news neil cavuto 5 38 mark donald wins doubt market tanks well s exactly happened cuban s really happened market watch u s stocks rallied wednesday dow industrials jumping 257 points led surge financial health care industrial stocks investors bet infrastructure spending policy promised president elect donald trump dow jones industrial average djia 1 40 gained much 316 points briefly surpassing time closing high set august index closed 256 95 points 1 4 higher 18 589 69 highest level since aug 18 pfizer inc pfe 7 07 caterpillar inc cat 7 70 led gains rallying 7 way go cuban reminded us little know economics choosing right candidate president hope loss didn t cost much cuban cheers 46 4k shares",0.19,0,0,0,0,0
"bb6352cab853dfeaf11d29a08cd5b1d0baf424a3","bias","100percentfedup.com",25689.0,"trump supporter whose brutal beating black mob caught video asks happened america video","david wilcox 49 year old chicago man brutally beaten mob black democrats asks happened america sad story",0.0,0,1,0,0,0
"ee8e9d4d80c9b05f5a049f6687be1cf8a90cdc34","bias","100percentfedup.com",25689.0,"wow white liberals suggest blacks stupid get id s t figure use internet video","go article filmmaker ami horowitz takes streets berkeley ca ask white liberals feel voter id laws voter id laws suppress black vote voter id laws racist watch stunning telling responses elitist liberals give horowitz next watch black citizens harlem ny reply racist generalizations made white liberals berkeley ca tell us real racists wow",0.0,0,1,0,0,0
"3836cd38353373b7d934a7e25e5888876958f94a","bias","100percentfedup.com",25689.0,"lol british wife lib actor said will never president donald trump warns americans president elect trump video","go article political activist hillary supporter amal clooney traveled texas warn americans elected president donald j trump tough immigration policies maybe didn t get memo trump s tough immigration stance catapulted top heap crowded pack gop primary contenders wasn t long ago arrogant liberal husband announced great confidence will never president trump perhaps amal ve traveled border towns wanted get clear picture illegal immigration affecting nation aliens crossing borders illegally destroyed property american ranchers threatened safety security american citizens living homes near us mexican border towns amal clooney warned many president elect trump s proposals violations international law speaking texas conference women austin convention center tuesday international human rights lawyer wife george clooney said concerns america s reputation real estate mogul s plans noted trump s comments campaign religious test imposed entering u s fact state sponsored torture families suspected terrorists killed things violations international human rights law values underlie 38 year old wife said america s reputation country strong human rights record high moral standing risk think s concern abroad things actually going happen u s going lose moral standing internationally according hollywood reporter perhaps time put nation s security sovereignty worry people countries around world think us amal hollywood actor husband george staunch hillary clinton supporter spoken trump past earlier year amal clooney called trump challenged extreme views watch george clooney whine press giving trump much favorable press listen leading candidate republican side saying building walls excluding mexicans complete shutdown muslims entering actually look specifically said infamous speech muslims kept saying want jihad don t believe way life don t respect system clooney said via daily mail",0.0,0,1,0,0,0
"80da68b7ce6ee3c4e5d9a583abac77828606c2bb","bias","100percentfedup.com",25689.0,"epic tucker carlson demolishes nyc councilman sanctuary cities video","go article rafael salamanca s interview tucker carlson tonight major throw epic proportions reality hit councilman kept repeating talking points want go brilliant trucker carlson need facts straight",0.0,0,1,0,0,0
"de3862589a93552123e525fac783021a5fe929e2","bias","100percentfedup.com",25689.0,"funny snl s solution democrat election denial safe space everyone video","go article bubble life continues progressive americans election never happened comment article via facebook account comment article via disqus account follow us facebook",0.0,0,1,0,0,0
"c1a86b752a21196a06591d5a785fa29b14fab245","bias","100percentfedup.com",25689.0,"donald trump calls meeting press dresses real fake news networks everyone cnn liar ashamed","go article know coming donald trump scolded media big shots record trump tower sitdown monday sources told post like f ing firing squad one source said encounter trump started cnn chief jeff zucker said hate network everyone cnn liar ashamed source said meeting total disaster tv execs anchors went thinking discussing access get trump administration instead got trump style dressing source added second source confirmed fireworks meeting took place big board room 30 40 people including big news anchors networks source said trump kept saying re room liars deceitful dishonest media got wrong addressed everyone room calling media dishonest deceitful liars called jeff zucker name said everyone cnn liar cnn network liars source said trump didn t say nbc reporter katy tur name talked nbc female correspondent got wrong referred horrible network correspondent cried hillary lost hosted debate martha raddatz also room stunned reporters tried get word edgewise discuss access trump administration cbs good morning co host gayle king stand asked question propose media work chuck todd asked pretty pointed questions david muir asked going cope living dc family nyc horrible meeting s sampling trump hitting back dishonest media campaign trail trump something presidential candidate ever done won election landslide spite entire fake news empire working together take trump spokeswoman kellyanne conway told reporters gathering went well excellent meetings top executives major networks said gaggle lobby trump tower pretty unprecedented meeting put together two days meeting record meaning participants agreed talk substance conversations hour long session included top execs network cable news channels among attendees nbc s deborah turness lester holt chuck todd abc s james goldston george stephanopoulos david muir martha raddatz also cbs norah o donnell john dickerson charlie rose christopher isham king fox news bill shine jack abernethy jay wallace suzanne scott msnbc s phil griffin cnn s jeff zucker erin burnett via nyp",0.0,0,1,0,0,0
"018d2edef81f8ac93622de17798556762119c736","bias","100percentfedup.com",25689.0,"oops crybaby hamilton stars lectured pence haven't voted years video 100percentfedup com","donald trump skips media delivers transition update straight people video audience members booed pence entered theater cast s curtain call statement read cast member brandon dixon stopped pence way performance publicly shame front audience cast members hamilton dixon s message written show creator lin manuel miranda director thomas kail lead producer jeffrey seller according new york times sir diverse america alarmed anxious new administration will protect us planet children parents defend us uphold inalienable rights truly hope show inspired uphold american values work behalf us dixon said reading message aloud cast members able give input radaronline investigated whether actors voted revealed many leads hadn t years dixon s records show didn t vote president obama s reelection bid 2012 javier munoz playing titular role hamilton registered vote 2006 voted mid term elections hasn t record voting since seth stewart plays thomas jefferson voted 2008 obama ran first time vote 2012 okieriete oak onaodowan players james madison hercules mulligan registered vote 2005 hasn t record voting since since clash hamilton cast pence told fox news wasn t offended message said booing freedom sounds like daily mail",0.256,0,0,0,0,0
"2459f5d2ecfe04bfe96d6d75e92f948004edf67a","bias","100percentfedup.com",25689.0,"white trump bashing lib reprimanded live cnn interview using n word video","go article left shameful latest effort create false narrative donald trump supportive racist groups full court press going day neo nazi alt right group held celebration trump s victory left grabbed onto news attached donald trump supporters s big difference president like obama actually marched racist new black panthers sat racist church 20years trump support racist groups said t help supports people sickening",0.0,0,1,0,0,0
"5c96dddf3e19affb7386519985180b9e086bea93","bias","100percentfedup.com",25689.0,"boom kellyanne conway shuts cnn s cuomo","boom kellyanne conway shuts cnn s cuomo barracuda brigade 2016 11 23 love woman kellyanne conway one smart cookie quick comebacks watch shut chris cuomo faux concern president tweeting kellyanne conway defends trump s hamilton twitter scrap care https t co 11uip8ckfi https t co vnk4rohy4m",0.0,0,1,0,0,0
"dda26496a839264abf92217d94b681ddc98dae26","bias","100percentfedup.com",25689.0,"sharia america minneapolis muslims still recruited terrorists","sharia america minneapolis muslims still recruited terrorists barracuda brigade 2016 11 23 print truly hope trump keeps promise keep muslims country 100percentfedup isolation somali muslim community teaching sharia law muslim schools minneapolis two main reasons still fear recruitment terrorism assimilation hasn t happened s huge problem pete hegseth goes little mogadishu finds many somali muslims don t speak english actually teach sharia law school sure american law goes back refugee resettlement program huge problem bringing 3 million mostly muslims u s past 30 years need take look defunding program s ballooned way past originally intended happening town s lowdown refugee resettlement program every american hear related",0.0,0,1,0,0,0
"3de83a29b8c501996ba153a532ee28eaf037d8b6","bias","100percentfedup.com",25689.0,"sheriff clarke obama s final days obama s like tenant s evicted property s gonna trash place way door video","go article wow milwaukee s sheriff david clarke nails president obama like tenant evicted property s going trash place way door spite nothing surprise obama waning days sheriff david clarke",0.0,0,1,0,0,0
"f4cfaff903a1ab1dd704278422a76057bbc32da4","bias","100percentfedup.com",25689.0,"anti trump crowd chants s better 11 dead cops 12 dead cops three police officers ambushed weekend video","go article austin texas scene protest president elect donald trump police officers weekend three police officers ambushed",0.0,0,1,0,0,0
"98b54c302a72804005e6e3b1ff5d7a5e556f21cd","conspiracy","21stcenturywire.com",0,"intl community still financing protecting terrorists mother agnes vanessa beeley syria","21st century wire says western media outlets like new york times washington post cnn bbc continue hurl viral images child victims aleppo western gulf backed terrorists east aleppo continue fire mortars hell cannon use snipers target civilians children government protected west aleppo level information fraud propaganda perpetrated western mainstream media politicians like john kerry samantha power unprecedented even traditional low us standards rt international interviews syrian peace campaigner mother agnes mariam independent researcher journalist vanessa beeley watch",0.015,0,0,0,0,0
